Supplier,Supplier Code,Section,Season,Supp.Art.Code,Article Code,Article Name,Color Name,Color Code,Treatment Name,Treatment Code,Composition,Weave,Stretch,Construction,Weight GSM,Width CM,Dye Type,Care Label,Barcode/QR,Base Price EUR,Color Hex,Image URL,,Image
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,R-6546-1112-3,610-2420,TRUVA,CHAMBRE-CHECK,BLUE-WHITE,VTRANS,X800,100% CO,PLAIN,RIGID,60/1 - 60/1,75,149,,,,4.4,,,,
BEZ TEKSTIL,DOS-0004,MEILLEUR HOMME SS,SS25,R-6546-1111-3,610-2421,TRUVA,CHAMBRE-CHECK,ORANGE-FUXIA,VTRANS,X800,100% CO,PLAIN,RIGID,60/1 - 60/1,75,149,,,,4.4,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,610-2087,610-2087,TUCANA,V2,BORDO-BROWN,,,100% CO,TWILL,RIGID,,125,150,,,,,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,610-2087,610-2087,TUCANA,V1,GREEN-VIOLA,,,100% CO,TWILL,RIGID,,125,150,,,,4.6,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,R-14777-161-5,610-2510,CERES,D.GREY/STRIPED,V5,,,98% CO 2% EA,SEER SUCKER,WEFT,50/1 - 50/1,100,150,,,,4.45,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,K-16063-134-1,610-2090,TULSA,CHECK,GREY-BORDO,,,100% CO,FANCY,RIGID,,145,150,,,,5.8,,,,
BEZ TEKSTIL,DOS-0004,CHARME SS,SS25,K-16063-132-1,610-2091,TULSA,PLAID,GREY-PINK,,,100% CO,FANCY,RIGID,,145,150,,,,5.8,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1273534,127-3534,CLARK,FOREST-NAVY-PLD,V3,DELOOR,3R201,97% CO 3% EA,TWILL,WEFT,,250,166,,,,6.4,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1273634,127-3634,CLARK,BEIGE-BROWN-PLD,V2,DELOOR,3R201,97% CO 3% EA,TWILL,WEFT,,250,166,,,,6.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1268234,126-8234,CLARK,BEIGE-NAVY-PLD,V1,DELOOR,3R201,97% CO 3% EA,TWILL,WEFT,,250,166,,,,6.4,,,,
NATUREL KUMAS,DOS-0007,MUSTANG AW,AW 26-27,FONTANA 1562/2 LİGHT GREY,580-1009,FLORA,L.GREY.MELANGE,V1,,,62% PES 33% VIS 4% EA,POPLIN,BI-STR,,220,140,YD,,,4.55,,,Article DetailsArticle Code580-1009Article NameFLORAColor CodeV1Color NameL.GREY.MELANGETreatment CodeTreatment NameSectionMUSTANG AWSeasonAW 26-27Fabric SpecificationsComposition62% PES 33% VIS 4% EAWeavePOPLINStretchBI-STRConstructionWeight GSM220Width CM140Dye TypeYDColor HexCare InstructionsCare LabelSupplier InformationSupplierNATUREL KUMASSupplier CodeDOS-0007Supp.Art.CodeFONTANA 1562/2 LİGHT GREYBase Price EUR4.55HistoryMedia & IdentificationQR CodeArticle ImageNo image,
SUZER TEKSTIL,DOS-0001,AISATECH,AW 26-27,1244624,124-4624,PYROS,CHINI,QM500,WR,CR008,75% CO 25% PA,SATEEN,RIGID,,330,154,,,,7,,,,
SUZER TEKSTIL,DOS-0001,OVERDOSE,SS25,126-5247,126-5247,AIDA,OPTIC-WHITE,AX001,VELOX,VX503,100% CO,POPLIN,RIGID, 120/2 - 80/1,105,153,,,,7.7,,,,
SUZER TEKSTIL,DOS-0001,AISATECH,AW 26-27,1244734,124-4734,PEYTON,MANDARIN,OM320,,,78% CO 20% PA 2% EA,SATEEN,WEFT,,282,165,,,,6.8,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1353831,135-3831,MYANMAR,BLACK,XM001,,,97% CO 3% EA,SATEEN,WEFT,,272,141,,,,4.95,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,124-2958,124-2958,BARCELONA-DLR,,LL300,DELOOR,3R201,96% CO 4% EA,SATEEN ,WEFT,40/1 - 40/1,270,138,,,,5.7,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,126-1032,126-1032,ART-2024-38,,EL196,CLASSIC,,97% CO 3% EA,TWILL,WEFT,40/1 - 30/1,205,145,,,,3.8,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,124-2958,124-2958,BARCELONA,,LL300,MAEX,MX501,96% CO 4% EA,SATEEN,WEFT,40/1 - 40/1,270,138,,,,5.9,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,549128,234-1090,TOVE,NAVY,,MOLLIER,THX08,52% TEN 45% CO 3% EA,SATEEN,WEFT,,260,137,,,,3.8,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,549128,234-1090,TOVE,,BL224,MOLLIER,THX08,52% TEN 45% CO 3% EA,SATEEN,WEFT,,260,137,,,,3.8,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,124-4116,124-4116,BASEL,,OM300,,,80% CO 13% VI 7%VI,PLAIN,RIGID,12/1 - 13/1,148,190,,,,3.3,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05846-V00-00 / PAVIA 1,540-2086,BENETTE,NAVY-P.STRP,V1,MAR-LEN,TX84,75% CLY 15% PES 10% VIS,BARRE,RIGID,,84,155,,,,2.4,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05846-V02-00 / PAVIA 1,540-2086,BENETTE,ORANGE-P.STRP,V2,MAR-LEN,TX84,75% CLY 15% PES 10% VIS,BARRE,RIGID,,84,155,,,,2.4,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05847-V01-00 / PAVIA 1,540-2087,BENETTE,NAVY/GREY-STRP,V1,MAR-LEN,TX84,79% CLY 15% PES 6% VIS,BARRE,RIGID,,83,157,,,,2.4,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05847-V0-00 / PAVIA 1,540-2087,BENETTE,BLUE/NAVY-STRP,V2,MAR-LEN,TX84,79% CLY 15% PES 6% VIS,BARRE,RIGID,,83,157,,,,2.4,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05847-V02-00 / PAVIA 1,540-2087,BENETTE,YELLOW/BORDO-STRP,V3,MAR-LEN,TX84,79% CLY 15% PES 6% VIS,BARRE,RIGID,,83,157,,,,2.4,,,,
MSS DOKUMA,DOS-0014,OVERDOSE,SS25,50573 / MOSELLE,560-1819,BERTA,BLACK,XM001,MAR-LEN,TX84,85% VIS 15% PES,FANCY,RIGID,,128,138,,,,2.85,,,,
MSS DOKUMA,DOS-0014,OVERDOSE,SS25,50573 / MOSELLE,560-1819,BERTA,OPTIC-WHITE,AX001,MAR-LEN,TX84,85% VIS 15% PES,FANCY,RIGID,,128,138,,,,2.85,,,,
MSS DOKUMA,DOS-0014,CHARME SS,SS25,60536 / DESIRE (col.j22-8450),560-1274,BREEZE,,BL121,MAR-LEN,TX84,77% VIS 23% PA,FANCY,RIGID,,108,130,,,,3.15,,,,
KUKRER TEKSTIL,DOS-0005,OVERDOSE,SS25,KL-05900-V00-00 / VERDE-2,540-1095,BRIANNA,BLACK,XM001,MAR-LEN,TX84,82% VIS 18% PA,PLAIN,RIGID,,131,142,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,123-1321 (SOPHIE),123-1321,CABANA,DENIM,V3,GARMENT-DYE,G-DYE,100% CO,PANAMA,RIGID,,330,150,,,,3.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1256526,125-6526,CADIZ,BLUE-GREY,V1,DELOOR,3R201,97% CO 3% EA,TWILL,WEFT,,245,152,,,,,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1256526,125-6526,CADIZ,BLUE-GREY,V1,HARDY,X1200,97% CO 3% EA,TWILL,WEFT,,245,152,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1193799 CAPPY,234-4050,CAIXA,BLACK,XM001,MAR-LEN,TX84,67% CO 29% PES 4% EA,TWILL,WEFT,,250,140,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,CAEN,952031,CAEN,SKY-BLUE,ML059,GARMENT-DYE,G-DYE,100% CO,TWILL,RIGID,40/1 - 20/1,190,150,,,,3.65,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,908736,908736,CAIRO,L.BEIGE,DD215,GARMENT-DYE,G-DYE,97% CO 3% EA,,WEFT,,220,155,,,,4.4,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1353923,135-3923,CAMELOT,TAN,EM355,LOOP WASH,LPW,100% CO,TWILL,RIGID,,320,150,PD,,,4.55,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1353923,135-3923,CAMELOT,GIN,DM200,LOOP WASH,LPW,100% CO,TWILL,RIGID,,320,150,PD,,,4.55,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1085025-CERES,123-8510,PENELOPE,GRIZZLY,CM520,MAR-LEN,TX84,59% CO 32% PA 9% EA,TWILL,BI-STR,,220,145,,,,4.8,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,131-7436,131-7436,CALEA,BLUE-STRP,V1,,,100% CO,BARRE RIBS,RIGID,,295,141,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,131-7499,131-7499,CALEA,YELLOW STRP,V3,,,100% CO,BARRE RIBS,RIGID,,295,141,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,131-8536,131-8536,CALEA,BORDO STRP,V2,,,100% CO,BARRE RIBS,RIGID,,295,141,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,124-3140,234-8649,CALVERT,PINE,GM652,DELOOR,3R201,96% CO 4% EA,TWILL,WEFT,,282,143,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,125-3739,125-3739,CALVIN,G.MEL-CHECK,V1,DELOOR,IP201,97% CO 2% PA 1% EA,PLAIN,WEFT,COMFORT,158,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,125-4039,125-4039,CALVIN,L.GREY-MELANGE,V1,DELOOR,IP201,97% CO 2% PA 1% EA,PLAIN,WEFT,COMFORT,158,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,125-8133,125-8133,CALVIN,GREY,V1,DELOOR,IP201,97% CO 2% PA 1% EA,PLAIN,WEFT,COMFORT,158,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,125-8241,125-8241,CALVIN,GREY-MELANGE,V1,DELOOR,IP201,97% CO 2% PA 1% EA,PLAIN,WEFT,COMFORT,158,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,125-8341,125-8341,CALVIN,GREY-MELAN.PP,V1,DELOOR,IP201,97% CO 2% PA 1% EA,PLAIN,WEFT,COMFORT,158,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,125-8441,125-8441,CALVIN,GREY-MELAN.PS,V1,DELOOR,IP201,97% CO 2% PA 1% EA,PLAIN,WEFT,COMFORT,158,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,739632,739632,MAYER,DISCOVERY,HM670,MAEX,MX501,98% CO 2% EA,TWILL,WEFT,40/1-30/1,180,152,,,,4.2,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,739632,739632,MAYER,DISCOVERY,HM670,LOOP WASH,LPW,98% CO 2% EA,TWILL,WEFT,40/1-30/1,180,152,,,,4.2,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,CAIRO,908736,CAMAN,L.BEIGE,DD215,3R201-DELOOR,GARM. DYE, 97% CO 3% EA,TRICOTINE,WEFT,,220,155,,,,4.65,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1202020-STORY,234-5025,CAMPARI,CAMEL,V8,GARMENT-DYE,G-DYE,100% CO,TWILL,RIGID,,315,155,,,,,,,,
SERIKO TEKSTIL,DOS-0008,MUSTANG AW,AW 26-27,SG21CS-2780-BLACK,520-1682,CAMPER,BLACK,V1,HARDY,X1200,45% CO 50% VIS 5% EA,TWILL,WEFT,,485,126,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,91648,330-2110,CAN,BLUE-P.STRP,V1,VTRANS,X800,100% CO,FANCY,RIGID,,85,150,,,,,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1130120,234-4048,CANABRA,BLACK/GREY.PdG,V1,DELOOR,3R201,81% CO 18% PES 1% EA,TWILL,WEFT,,275,150,,,,4.2,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,127-4837,127-4837,CANCUN,NAVY-BLUE,V4,HARDY,X1200,97% CO 3% EA,PLAIN,SEER.SUCK,,150,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,127-4937,127-4937,CANCUN,BROWN-CAMEL/SE.SUCK,V2,HARDY,X1200,97% CO 3% EA,PLAIN,WEFT,,150,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,127-5037,127-5037,CANCUN,PARLIA-CELST/SE.SUCK,V3,HARDY,X1200,97% CO 3% EA,PLAIN,WEFT,,150,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,129-4737,129-4737,CANCUN,CAMEL-BROWN/SE.SUCK,V1,HARDY,X1200,97% CO 3% EA,PLAIN,WEFT,,150,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,131-3037,131-3037,CANCUN,NAVY-GREY,V6,HARDY,X1200,97% CO 3% EA,PLAIN,SEER.SUCK,,150,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,,18384-111-8,CANCUN,PARLIA-GREY/SE.SUCK,V5,HARDY,X1200,97% CO 3% EA,PLAIN,WEFT,,150,150,,,,5.4,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,FOCA-433918,433918,MARYLYN,LIGHT-ROSE,,,,98% CO 2% EA,TWILL,WEFT,20/1-20/1,210,157,PD,,,2.75,—,—,,
SUZER TEKSTIL,DOS-0001,NOEX FASHION,AW 26-27,95327,95327,MIRADA,PAVONE,QM670,DELOOR,3R201,100% CO,TWILL,RIGID,,165,150,,,,2.85,,,,
SUZER TEKSTIL,DOS-0001,NOEX FASHION,AW 26-27,95327,95327,MIRADA,DEEP.SEA,MM710,DELOOR,3R201,100% CO,TWILL,RIGID,,165,150,PD,,,2.85,#2D4569,—,,
SUZER TEKSTIL,DOS-0001,NOEX FASHION,AW 26-27,FOCA-433918,433918,MARYLYN,ICE.CREAM,BM086,DELOOR,3R201,98% CO 2% EA,TWILL,WEFT,20/1-20/1,210,157,PD,,,2.75,#FFFBE8,—,,
SUZER TEKSTIL,DOS-0001,NOEX FASHION,AW 26-27,433918 (FOCA),433918,MARYLYN,LIGHT SAGE,HL380,DELOOR,3R201,98% CO 2% EA,TWILL,WEFT,20/1-20/1,210,157,PD,,,2.75,—,—,,
SUZER TEKSTIL,DOS-0001,NOEX FASHION,AW 26-27,FOCA-433918,433918,MARYLYN,ROYAL BLUE,MM320,DELOOR,3R201,98% CO 2% EA,TWILL,WEFT,20/1-20/1,210,157,PD,,,2.75,#7A9BBF,—,,
SUZER TEKSTIL,DOS-0001,NOEX FASHION,AW 26-27,433918 (FOCA),433918,MARYLYN,BEIGE,ED182,DELOOR,3R201,98% CO 2% EA,TWILL,WEFT,20/1-20/1,210,157,PD,,,2.75,—,—,,
SUZER TEKSTIL,DOS-0001,NOEX FASHION,AW 26-27,FOCA-433918,433-918,MARYLYN,SERA,ND855,DELOOR,3R201,98% CO 2% EA,TWILL,WEFT,20/1-20/1,210,157,PD,,,2.75,#293342,—,,
SUZER TEKSTIL,DOS-0001,NOEX FASHION,AW 26-27,FOCA-433918,433-918,MARYLYN,BLACK,XM001,DELOOR,3R201,98% CO 2% EA,TWILL,WEFT,20/1-20/1,210,157,PD,,,2.75,#000000,—,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,122-8431,122-8431,JANET,,GL180,CLASSIC,,65% CO 31% PES 4% EA,SATEEN,WEFT,30/1 - 150/70,255,131,,,,3.75,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,122-8431,122-8431,JANET,,LL338,CLASSIC,,65% CO 31% PES 4% EA,SATEEN,WEFT,30/1 - 150/70,255,131,,,,3.75,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,127-2937,127-2937,CANTO,CLAY,OM905,,,98% CO 2% EA,S.SUCKER,WEFT,,120,150,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,920931,920931,CANTONA,SILVER,TM215,GARMENT-DYE,G-DYE, 97% CO 3% EA,PLAIN,WEFT,,180,155,,,,3.8,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,1315143,131-5143,CAPRI,NAVY-WHITE,V1,RADIAN'X,RX100,100% CO,FANCY,RIGID,,205,150,,,,5.6,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,127-7722,127-7722,CARACAS,DENIM-BLUE,V1,DELOOR,3R201,100% CO,PLAIN,RIGID,,190,162,,,,9.6,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,127-7822,127-7822,CARACAS,BROWN,V2,DELOOR,3R201,100% CO,PLAIN,RIGID,,190,162,,,,9.6,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,1256930,125-6930,CARDIFF,BROWN-BEIGE,V1,,,97% CO 3% EA,FANCY,WEFT,,210,161,,,,6,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1317299,131-7299,CARDIFF,PINK,V2,,,98% CO 2% EA,FANCY,WEFT,,210,161,,,,5.8,,,,
ALTO TEKSTIL,DOS-0011,MEILLEUR HOMME SS,SS25,LIMPID,332-2315,CARIA,MULTI.C-CHECK,V1,RADIAN'X,RX100,100% CO,TWILL,RIGID,,245,154,,,,6.5,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,FUN / KL-05723-V00-00,540-1021,CARIN,WHITE-NAVY,V1,HARDY,X1200,67% CO 17% BCl 16% PES,BARRE,RIGID,,75,162,,,,2.2,,,,
DAYLIGHT,DOS-0009,MUSTANG AW,AW 26-27,1952-NANKEEN,330-8510,PRUVA,BLACK,XM001,,,95% CO 5% EA,TWILL,BI-STR,,290,140,,,,4.2,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,122-8531,122-8531,JANET,,CD800,CLASSIC,,65% CO 31% PES 4% EA,SATEEN,WEFT,30/1 - 150/70,255,131,,,,3.75,,,,
ALTO TEKSTIL,DOS-0011,MUSTANG SS,SS25,SILHOUTE,332-1225,CARNAC,EUCALPYTUS,V7,GARM.-WASH,WASH,100% CO,PANAMA,RIGID,40/1-30/1,209,157,,,,,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,128-9934,128-9934,CARTACA,NAVY,V1,GARMENT-WASH,WASH,98% CO 2% EA,FANCY,WEFT,30/1 - 30/1,195,155,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,129-0034,129-0034,CARTACA,NAVY,V1,GARMENT-WASH,WASH,98% CO 2% EA,FANCY,WEFT,30/1 - 30/1,195,155,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,129-0234,129-0234,CARTACA,RED,V2,GARMENT-WASH,WASH,98% CO 2% EA,FANCY,WEFT,30/1 - 30/1,195,155,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,129-0334,129-0334,CARTACA,RED,V2,GARMENT-WASH,WASH,98% CO 2% EA,FANCY,WEFT,30/1 - 30/1,195,155,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,129-2234,129-2234,CARTACA,NAVY,V1,GARMENT-WASH,WASH,98% CO 2% EA,FANCY,WEFT,30/1 - 30/1,195,155,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,129-2334,129-2334,CARTACA,ARGENTINA,MM305,MAEX,MX501,98% CO 2% EA,FANCY,WEFT,30/1 - 30/1,195,155,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,130-1534,130-1534,CARTACA,RED,V2,GARMENT-WASH,WASH,98% CO 2% EA,FANCY,WEFT,30/1 - 30/1,195,155,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,130-1634,130-1634,CARTACA,RED,V2,GARMENT-WASH,WASH,98% CO 2% EA,FANCY,WEFT,30/1 - 30/1,195,155,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,130-1734,130-1734,CARTACA,NAVY,V1,GARMENT-WASH,WASH,98% CO 2% EA,FANCY,WEFT,30/1 - 30/1,195,155,,,,6.3,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05796-V00-00 / MERIH,540-2165,CARTINA,BLUE-STRP,V1,MAR-LEN,TX84,53% CO 46% PES 1% EA,FANCY,WEFT,,109,155,,,,,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05577-V01-00 / VALERIA,540-2065,CARUS,PINK-WHITE-CHECK,V2,,,100% CO,PLAIN,RIGID,,107,150,,,,2.9,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05577-V01-00 / VALERIA,540-2065,CARUS,GREY-BLUE-CHECK,V1,,,100% CO,PLAIN,RIGID,,107,150,,,,2.9,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,1314840,131-4840,CASINO,BLUE-BLACK,V2,RADIAN'X,RX100,100% CO,FANCY,RIGID,,185,155,,,,5.2,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,1314840,131-7540,CASINO,GREY-BLACK,V1,RADIAN'X,RX100,100% CO,FANCY,RIGID,,185,155,,,,5.2,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,126-8439,126-8439,CATANIA,KHAKI-BLUE-PLAID,V1,DELOOR,3R201,100% CO,TWILL,RIGID,,245,165,,,,7,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,126-8339,126-8339,CATANIA,GREEN-BROWN-CHECK,V1,DELOOR,3R201,100% CO,TWILL,RIGID,,250,166,,,,7,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,126-8339,126-8339,CATANIA,GREEN-BROWN-CHECK,V1,HARDY,X1200,100% CO,TWILL,RIGID,,250,166,,,,7,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,126-8439,126-8439,CATANIA,KHAKI-BLUE-PLAID,V1,HARDY,X1200,100% CO,TWILL,RIGID,,250,166,,,,7,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,126-3522,126-3522,CAVAL,BLACK-GREY-STRP,V1,HARDY,X1200,100% CO,PLAIN,RIGID,,200,160,,,,4.95,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,131-4922,131-4922,CAVAL,BROWN-BEIGE-STRP,V3,DELOOR,3R202,100% CO,PLAIN,RIGID,,200,160,,,,4.95,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,131-4998,131-4998,CAVAL,KHAKI-GREEN-STRP,V4,DELOOR,3R202,100% CO,PLAIN,RIGID,,200,160,,,,4.95,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,131-4999,131-4999,CAVAL,DENIM BLUE STRP,V2,DELOOR,3R202,100% CO,PLAIN,RIGID,,200,160,,,,4.95,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,CAYENNE,970970,CAYENNE,SILVER,TM215,GARMENT-DYE,G-DYE, 96% CO 4% EA,DOUBLE,WEFT,100/2-60/1,210,147,,,,10.3,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1256621,125-6621,CEDRIC,BLACK-FILAFIL,V1,DELOOR,3R201,100% CO,PLAIN,RIGID,,210,158,,,,4.9,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,740894,740894,CELEYA,SKY-BLUE,ML059,GARMENT-DYE,G-DYE, 97% CO 3% EA,FANCY,WEFT,,175,155,,,,4.15,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,939428,939428,CELL,SKY-BLUE,ML059,GARMENT-DYE,G-DYE,100% CO,RIPS TOP,RIGID,,185,150,,,,3.45,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,954627,560-2190,CELLA,PINK/BORDO,V2,,,99% CO 1% EA,PLAIN,WEFT,,85,145,,,,2.75,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1228761 (TESHO),122-8761,CELLO,DENIM,V3,GARMENT-DYE,G-DYE,96% CO 4%EA,DOUB.FACE,WEFT,50/1 - 40/1,240,135,,,,5.25,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05367-V01-00,540-2216,CEMER,ORANGE,V01,,,63% CO 37% PES,FANCY,RIGID,,93,145,,,,2.3,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05367-V01-00,540-2216,CEMER,BLUE,V02,,,63% CO 37% PES,FANCY,RIGID,,93,145,,,,2.3,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05367-V01-00,540-2216,CEMER,GREEN,V03,,,63% CO 37% PES,FANCY,RIGID,,93,145,,,,2.3,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,1315039,131-5039,CENEVRE,BW,V1,,,96% CO 4% EA,FANCY,WEFT,,190,155,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1231432,123-1432,CERRY,AQUATIC,MM450,HYBRID,X900,97% CO 3% EA,RIPSTOP,WEFT,40/1*40/1,160,149,PD,,,3.75,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,123-1432,123-1432,CERRY,BLUE DEPTH,XXX,HYBRID,X900,97% CO 3% EA,RIPSTOP,WEFT,,160,149,,,,3.75,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1276040,127-6040,CESAR,M.GREY-PLAID,V1,DELOOR,3R201,98% CO 2% EA,TWILL,WEFT,,185,150,,,,,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1304140,130-4140,CESAR,M.GREY-WHITE-STRP,V1,DELOOR,3R201,98% CO 2% EA,TWILL,WEFT,,185,150,,,,,,,,
