Supplier,Supplier Code,Section,Season,Supp.Art.Code,Article Code,Article Name,Color Name,Color Code,Treatment Name,Treatment Code,Composition,Weave,Stretch,Construction,Weight GSM,Width CM,Dye Type,Care Label,Barcode/QR,Base Price EUR,Color Hex,Image URL,,Image
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1266250,126-6250,ADALE,GRIS,TM500,,,100% CO,SATEEN,RIGID, 70/1 -70/1,105,153,,,,5.65,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME SS,SS25,J1803,570-5100,DORIS,OPTIC-WHITE,AX001,,,62% CO 29% PES 9% VIS,JACQUARD,RIGID,,260,137,,,,4.1,,,,
ARSOR TEKSTIL TUR INS SAN ve DIS TIC LTD STI,DOS-0002,CHARME SS,SS25,J1803,570-5100,DORIS,SERA,NM850,,,62% CO 29% PES 9% VIS,JACQUARD,RIGID,,260,137,,,,4.1,,,,
SUZER TEKSTIL,DOS-0001,OVERDOSE,SS25,1243731,124-3731,RONDA,BUTTER,OM250,MAEX,MX501,97% CO 3% EA,BRO.TWIL,WEFT,,147,145,,,,7.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1244383,124-4383,RONO,ANGELO,MM060,MAEX,MX501,98% CO 2% EA,FANCY,WEFT,,195,150,,,,5.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1227328,122-7328,ROVER,ROYAL,MM700,,,68% CO 30% TEN 3%EA,TWILL,WEFT,40/1 - 40/1,158,165,PD,,,4,#2D4275,—,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1243324,124-3324,SEGOVIA,PEONY,PM350,,,99% CO 1% EA,PIQUE,RIGID,30/2 - 16/1,147,210,,,,4.3,,,,
SUZER TEKSTIL,DOS-0001,OVERDOSE,SS25,1265354,126-5354,AMIRA,,BD309,VELOX,VX503,100% CO,SATEEN,RIGID, 120/2 - 80/1,100,158,PD,40 / bleach_no / tumble_no / iron_low / dry_P,,8.4,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,21276,21276,SMOOTH,BEIGE1,,AIRO/ENZYME,,97% CO 3% EA,TWILL,WEFT,,190,145,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1243542,124-3542,SORIA,SHELL,OM120,DELOOR,3R201,100% CO,FANCY,RIGID,20/1-10/1-30/2,350,150,,,,5.2,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05234-V00-00/DOLMEN,540-1025,TABAS,KHAKI,V2,MAR-LEN,TX84,74% CMD 26% PES,BARRE,RIGID,,90,144,,,,2.9,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05234-V00-00/DOLMEN,540-1025,TABAS,L.BEIGE,V1,MAR-LEN,TX84,74% CMD 26% PES,BARRE,RIGID,,90,144,,,,2.9,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KL-05234-V00-00/DOLMEN,540-1025,TABAS,FUXIA,V3,MAR-LEN,TX84,74% CMD 26% PES,BARRE,RIGID,,90,144,,,,2.9,,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME AW,AW 26-27,1242329,124-2329,TALIA,INK,NM870,,,61% CO 36% TEN 3% EA,TRICOTINE,WEFT,40/3 - 20/1,288,142,,,,5.5,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1228125,122-8125,TALUS,DENIM,V3,GARMENT-DYE,G-DYE,56% TEN %40 CO 4% EA,TRICOTINE,WEFT,30/1-24/1,225,140,,,,3.85,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1230799,123-0799,TAMARA,ALABASTER,DM200,,,53% CO 47% TEN,TWILL,RIGID, 30/1 - 20/1,148,227,,,,3.65,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1230799,123-0799,TAMARA,MATTE,HM350,CLASSIC,,53% CO 47% TEN,TWILL,RIGID, 30/1 - 20/1,148,227,,,,3.65,,,,
SUZER TEKSTIL,DOS-0001,CHARME AW,AW 26-27,1272836,234-4060,TANIA,GREY,V1,,,73% TEN 25% CO 2% EA,FANCY,WEFT,,180,148,,,,4.6,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,KAYLA STRP / KL-5561-V00-00,540-1018,TANVA,STRIPED,NAVY,MAR-LEN,TX84,88% TEN 12% PES,BARRE,RIGID,,131,154,,,,3.2,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,SIMAX / KL-05084-V00-00,540-1026,TARSOS,NE.OR,,HARDY,X1200,84% CMD 16% PES,RIBS,RIGID,,168,150,,,,4.3,,,,
SUZER TEKSTIL,DOS-0001,CHARME AW,AW 26-27,1272636,234-4062,TATIANA,GREY,V1,,,51% CO 45% TEN 4% EA,FANCY,WEFT,,180,149,,,,4.9,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1228227,122-8227,TEO,DENIM,V3,GARMENT-DYE,G-DYE,53% TEN 44% CO 3% EA,TWILL,WEFT,24/1-20/1,265,135,,,,4.1,,,,
SUZER TEKSTIL,DOS-0001,CHARME AW,AW 26-27,1272730,234-4061,TERESA,GREY,V1,,,49% CO 48% TEN 3% EA,FANCY,WEFT,,150,146,,,,4.3,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1228022,122-8022,TESS,SCARLET,RM400,MX501,MAEX,53% TEN 47% CO,TWILL,RIGID,24/1 - 16/1,150,177,PD,,,3.4,#C2253C,—,,
NATUREL KUMAS,DOS-0007,CHARME AW,AW 26-27,VENICE WEFT 10041-1026/1 NAVY,620-3120,VALERIE,NAVY,V2,HARDY,X1200,71% PES 26% VIS 3 % EA,FANCY,WEFT,,310,140,,,,5.85,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,ABIGAIL / KL-5612-V00-00,540-1029,TESSA,AR.STRIPE,BEIGE-V2,MAR-LEN,TX84,51% TEN 33% CV 16%PES,BARRE,RIGID,,91,148,,,,2.8,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,LERAS DANDII / KL-05592-V00-00,540-1019,THANA,STARLIGHT,TM186,MAR-LEN,TX84,82% CMD 18% PES,PLAIN,RIGID,,75,140,,,,2.3,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,LIGHT LERAS / KL-04891-V00-00,540-1010,THEA,,GL420,MAR-LEN,TX84,84% CMD 16% PES,PLAIN,RIGID,,88,143,,,,2.4,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,LIGHT LERAS / KL-04891-V00-00,540-1010,THEA,,LD631,MAR-LEN,TX84,84% CMD 16% PES,PLAIN,RIGID,,88,143,,,,2.4,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,LIGHT LERAS / KL-04891-VF00-00,540-1010,THEA,OPTIC-WHITE,AX001,MAR-LEN,TX84,84% CMD 16% PES,PLAIN,RIGID,,88,143,,,,2.4,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,VERA PULLU  / KL-05560-V00-00,540-2020,THEA-PAY,TRANS-PAYET,V1,MAR-LEN,TX84,77% VIS 16% PA 10% PES,BARRE,RIGID,,99,146,,,,2.8,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,VERA PULLU 2 / KL-05652 V00-00,540-2025,THEA-PAY,SILVER-PAYET,V1,MAR-LEN,TX84,77% VIS 16% PA 10% PES,BARRE,RIGID,,98,151,,,,2.8,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,LERAS DANDI / KL-05592-V00-00,540-1019,THILOS,SILVER GREY,TL286,MAR-LEN,TX84,82% CMD 18% PES,PLAIN,RIGID,,75,140,,,,2.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,968035,968035,TITUS,L.BEIGE,DD215,GARMENT-DYE,G-DYE, 55% TEN 41% CO 4% EA,TRICOTINE,WEFT,,266,151,,,,5,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,970340,970340,TOBAGO,SKY-BLUE,ML059,GARMENT-DYE,G-DYE, 64% TEN 32% CO 4% EA,TWILL,RIGID,,185,160,,,,4.7,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1069833,106-9833,TOBBY,L.BEIGE,DD215,GARMENT-DYE,G-DYE, 49% CO 48% TEN 3% EA,FANCY,WEFT,,196,161,,,,4.45,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1069833,106-9833,TOBBY,DENIM,V3,GARMENT-DYE,G-DYE, 49% CO 48% TEN 3% EA,FANCY,WEFT,,196,161,,,,4.45,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1278236,127-8236,TOLEDO,PARLIAMENT,NM650,,,52% CO 48% TEN,TWILL,RIGID, 30/1 - 20/1,235,150,,,,4.15,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,973745,973745,TOULERI,VANILLA-PINK,LM320,,,53% TEN 43% CO 4% EA,TRICOTINE,WEFT,,180,156,,,,4.8,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1227383,122-7383,TOULOUSE,P.OLIVE,HM221,HARDY,X1200,58% CO 42% TEN,TWILL,RIGID,,153,255,,,,,,,,
KUKRER TEKSTIL,DOS-0005,CHARME SS,SS25,ARVO / KL-02373-V00-00,540-1028,TRAVIS,TEAL,QM400,MAR-LEN,TX84,88% CLY 12% PES,TRICOTINE,RIGID,,151,150,PD,,,3.8,#4EADBB,—,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,821534,821534,TRINITY,SILVER,TM215,GARMENT-DYE,G-DYE, 60% TEN 38% CO 2% EA,TWILL,WEFT,,241,138,,,,4.65,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1106523,110-6523,TYLER,L.BEIGE,DD215,GARMENT-DYE,G-DYE, 63% TEN 25% CO 12% LI,TWILL,RIGID,,205,155,,,,5.1,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,920637,920637,TYSON,KHAKI,GM420,GARMENT-DYE,G-DYE, 51% CO 45% CMD 3% EA,,RIGID,,310,150,,,,5.35,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1242828,124-2828,VALENCIA,ANEMONE,PM200,MAR-LEN,TX84,66% CO 31% PA 3% EA,TWILL,WEFT,,175,138,,,,4.85,,,,
KUKRER TEKSTIL,DOS-0005,OVERDOSE,SS25,BAYON / KL-4940-V00-00,540-1006,VAN,BLACK,XM001,MAR-LEN,TX84,100% PA,PLAIN,RIGID,,86,141,,,,2.5,,,,
ARASAN TEKSTIL,DOS-0012,OVERDOSE,AW 26-27,LASSI,590-5100,DARIA,BEIGE,,,,64% PES 34% VIS 2% EA,Dobby,Weft,,210,130,PD,,,6.4,,,,
SUZER TEKSTIL,DOS-0001,OVERDOSE,SS25,1372344,137-2344,ARIANNE,BLACK,XM001,,,100% CO,SATEEN,RIGID,70/1-60/1,105,151,,,,4.15,,,,
SUZER TEKSTIL,DOS-0001,OVERDOSE,SS25,1372344,137-2344,ARIANNE,BEIGE,BEIGE,,,100% CO,SATEEN,RIGID,70/1-60/1,105,151,,,,4.15,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1409431,140-9431,MARTINI,PFD,PFD,,,97% CO 3% EA,POPLINE,WEFT,30/1*30/1,178,153,PD,,,2.95,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1334130,133-4130,MARNIE,PFD,PFD,,,98% CO 2% EA,TWILL,WEFT,20/1*40/1/1,215,150,PD,40 / bleach_no / tumble_no / iron_low / dry_P,,3.6,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1376340,137-6340,TIBER,CORAL,V1,,,56% TEN 46% CO 3% EA,TWILL,WEFT,30/1*24/1/1,230,145,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1376340,137-6340,TIBER,MARSHMELLOW,V2,,,56% TEN 46% CO 3% EA,TWILL,WEFT,30/1*24/1/1,230,145,,,,6.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1364230,136-4230,LARKIN,MILITARY,,,,66% CO 30% LI 2% EA,Twill,Weft,,225,153,YD,,,,,,,
ARASAN TEKSTIL,DOS-0012,,,AMANDA,23342,HFDH,KSDFH,2344,SDJFDJH,23423,100%CO,ESDF,,,,,,40 / bleach_no / tumble_no / iron_low / dry_P,,6.15,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1070322,107-0322,COTBUS,DARK SMOKE,TM618,ROM10,ROUGH,97% CO 3% EA,PANAMA,WEFT,,220,149,PD,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1070322,107-0322,COTBUS,BRICK,RM460,ROM10,ROUGH,97% CO 3% EA,PANAMA,WEFT,,220,149,PD,,,,,,,
ARASAN TEKSTIL,DOS-0012,OVERDOSE,SS25,123567,123-567,DENEME,BURGUNDY,01X200,AVALON,AV707,100% CO,SATEEN,RIGID,100/1*100/2,85,155,PD,30 / bleach_no / tumble_no / iron_low / dry_P,,5.9,,,,
SUZER TEKSTIL SAN TIC LTD STI,DOS-0001,MUSTANG AW,AW 26-27,1070322,107-0322,COTBUS,DARK SMOKE,TM918,ROM10,ROUGH,96% CO 4% EA,PANAMA,WEFT,,220,145,PD,,,,,,,
ALTO TEKSTIL,DOS-0011,MUSTANG SS,SS27,1235869,123-5869,DENEM 2,MORON,CD500,ROUGH,ROM10,100% CO,SATEEN,RIGID,30/1*30/1,220,150,YD,30 / bleach_no / tumble_no / iron_low / dry_P,,5.5,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1247334,124-7334,FRANCIS,BLACK,XM001,MAR-LEN,TX84,62% CO 33% NYL 5% EA,PLAIN,WEFT,80/2 - 70/40,125,150,PD,,,6.45,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1247334,124-7334,FRANCIS,OPTIC WHITE,AX001,MAR-LEN,TX84,62% CO 33% NYL 5% EA,PLAIN,WEFT,80/2 - 70/40,125,150,PD,,,6.45,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1247334,124-7334,FRANCIS,DARK NEFT,ND859,MAR-LEN,TX84,62% CO 33% NYL 5% EA,PLAIN,WEFT,80/2 - 70/40,125,150,PD,,,6.45,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1247334,124-7334,FRANCIS,DARK MOSS,DGD908,MAR-LEN,TX84,62% CO 33% NYL 5% EA,PLAIN,WEFT,80/2 - 70/40,125,150,PD,,,6.45,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1362632,136-2632,CENTRUS,MARIGOLD,SM420,MAR-LEN,TX84,77% CO 23% PES,PLAIN,RIGID,40/1*75,126,164,PD,,,4.00,#FCFA74,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,353235,353235,MARCEL,OPTIC,AX001,MOLLIER,THX08,100% CO,PLAIN,RIGID,40/1 - 40/1,140,158,PD,,,4.25,#FFFFFF,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW26-27,1353923,135-3923,CAMELOT,TAN,EM355,,,100% CO,TWILL,RIGID,,320,150,PD,,,4.35,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW26-27,1353923,135-3923,CAMELOT,GIN,DM200,,,100% CO,TWILL,RIGID,,320,150,PD,,,4.35,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS27,353235,353235,MARCEL,OPTIC,AX001,COOLGEN,CLG-X8,100% CO,PLAIN,RIGID,40/1*40/1,140,150,PD,,,,#FFFFFF,—,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW26-27,1221029,122-1029,MACAO WR,BLACK,XM001,WR,CR008,100% CO,TWILL,RIGID,20/1*20/1,270,155,PD,,,4.40,#000000,,Article DetailsArticle Code122-1029Article NameMACAO WRColor CodeXM001Color NameBLACKTreatment CodeCR008Treatment NameWRSectionMUSTANG AWSeasonAW26-27Fabric SpecificationsComposition100% COWeaveTWILLStretchRIGIDConstruction20/1*20/1Weight GSM270Width CM155Dye TypePDColor HexCare InstructionsCare LabelSupplier InformationSupplierSUZER TEKSTILSupplier CodeDOS-0001Supp.Art.Code1221029Base Price EUR4.40HistoryMedia & IdentificationQR CodeArticle ImageNo image,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1226647,122-6647,MORATI,GRAIN,DM500,,,96% CO 4% EA,TWILL,WEFT,50/1*40/1,185,145,PD,,,3.90,,,,
NATUREL KUMAS,DOS-0007,MUSTANG AW,AW26-27,10120 / RABAT - DENIM,620-2005,PINALDI,DENIM,V3,TX84,MAR-LEN,63% PES 34% VIS 3% EA,TWILL,WEFT,,310,140,YD,,,3.75,,—,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW26-27,1226423,122-6423,MARS,BLACK,MX0001,,,98% CO 2% EA,TWILL,WEFT,,,,PD,,,3.9,#000000,—,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW26-27,1228761,122-8761,CHESTER DLR WR,KUEL,TM284,LPW,LOOP WASH,96% CO 4%EA,DOUB.FACE,WEFT,,230,135,PD,,,5.5,,—,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW26-27,1228761,122-8761,CHESTER DLR WR,KUEL,EM187,LPW,LOOP WASH,96% CO 4%EA,DOUB.FACE,WEFT,,230,135,PD,,,5.5,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1221029,122-1029,MACAO,SABBIA,BM450,,CR008,100% CO,TWILL,RIGID,20/1*20/1,270,158,,,,3.60,,,Article DetailsArticle Code122-1029Article NameMACAOColor CodeBM450Color NameSABBIATreatment CodeCR008Treatment NameSectionMUSTANG SSSeasonSS25Fabric SpecificationsComposition100% COWeaveTWILLStretchRIGIDConstruction20/1*20/1Weight GSM270Width CM158Dye TypeColor HexCare InstructionsCare LabelSupplier InformationSupplierSUZER TEKSTILSupplier CodeDOS-0001Supp.Art.Code1221029Base Price EUR3.60HistoryMedia & IdentificationQR CodeArticle ImageNo image,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS27,1334623,133-4623,LEROY,ECRU,PFD,,,55% LI 45% CO,TWILL,RIGID,,190,150,PD,,,,,,Article DetailsArticle Code133-4623Article NameLEROYColor CodePFDColor NameECRUTreatment CodeTreatment NameSectionMUSTANG SSSeasonSS27Fabric SpecificationsComposition55% LI 45% COWeaveTWILLStretchRIGIDConstructionWeight GSM190Width CM150Dye TypePDColor HexCare InstructionsCare LabelSupplier InformationSupplierSUZER TEKSTILSupplier CodeDOS-0001Supp.Art.Code1334623Base Price EURHistoryMedia & IdentificationQR CodeArticle ImageNo image,
SUZER TEKSTIL,DOS-0001,NOEX FASHION,AW 26-27,FOCA-433918,433918 RECYCLE,MARYLYN,BLACK,XM001,DELOOR,3R201,67% REC.ORG 31% CO 2% EA,TWILL,WEFT,20/1-20/1,210,157,PD,,,2.75,#000000,—,,
SUZER TEKSTIL,DOS-0001,NOEX FASHION,AW 26-27,FOCA-433918,433918 RECYCLE,MARYLYN,,BEIGE,DELOOR,3R201,67% REC.ORG 31% CO 2% EA,TWILL,WEFT,20/1-20/1,210,157,PD,,,2.75,#EDDAB4,—,Article DetailsArticle Code433918 RECYCLEArticle NameMARYLYNColor CodeBEIGEColor NameTreatment Code3R201Treatment NameDELOORSectionNOEX FASHIONSeasonAW 26-27Fabric SpecificationsComposition67% REC.ORG 31% CO 2% EAWeaveTWILLStretchWEFTConstruction20/1-20/1Weight GSM210Width CM157Dye TypePDColor Hex#EDDAB4Care InstructionsCare LabelSupplier InformationSupplierSUZER TEKSTILSupplier CodeDOS-0001Supp.Art.CodeFOCA-433918Base Price EUR2.75HistoryMedia & IdentificationQR CodeArticle Image,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,1351828,135-1828,CARSON,NAVY,SABBIA,,,99% CO 1% EA,S.SUCKER,WEFT,,155,145,PD,,,4.2,#E8E4DA,,Article DetailsArticle Code135-1828Article NameCARSONColor CodeSABBIAColor NameNAVYTreatment CodeTreatment NameSectionMEILLEUR HOMME SSSeasonSS25Fabric SpecificationsComposition99% CO 1% EAWeaveS.SUCKERStretchWEFTConstructionWeight GSM155Width CM145Dye TypePDColor Hex#E8E4DACare InstructionsCare LabelSupplier InformationSupplierSUZER TEKSTILSupplier CodeDOS-0001Supp.Art.Code1351828Base Price EUR4.2HistoryMedia & IdentificationQR CodeArticle ImageNo image,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,1351828,135-1828,CARSON,NAVY,BLU,,,99% CO 1% EA,S.SUCKER,WEFT,,155,145,PD,,,4.2,#243A63,,,
SUZER TEKSTIL,DOS-0001,MEILLEUR HOMME SS,SS25,1351828,135-1828,CARSON,NAVY,JUNGLE,,,99% CO 1% EA,S.SUCKER,WEFT,,155,145,PD,,,4.2,#285C2F,,Article DetailsArticle Code135-1828Article NameCARSONColor CodeJUNGLEColor NameNAVYTreatment CodeTreatment NameSectionMEILLEUR HOMME SSSeasonSS25Fabric SpecificationsComposition99% CO 1% EAWeaveS.SUCKERStretchWEFTConstructionWeight GSM155Width CM145Dye TypePDColor Hex#285C2FCare InstructionsCare LabelSupplier InformationSupplierSUZER TEKSTILSupplier CodeDOS-0001Supp.Art.Code1351828Base Price EUR4.2HistoryMedia & IdentificationQR CodeArticle ImageNo image,
